"sitio" "taxa" "body" "biomass" "ef"
"1" "P" "Aporrectodea rosea" 22500 360000 0.4
"2" "P" "Aporrectodea trapezoides" 36600 585600 0.4
"3" "P" "Eukerria halophila" 6225 99600 0.4
"4" "P" "Glossoscolex sp." 59550 952800 0.4
"5" "P" "Microscolex phosphoreus" 4837.5 114000 0.4
"6" "P" "Octolasion tyrtaeum" 68100 1089600 0.4
"7" "P" "alycidae" 7.72024950683907 11788.8209969433 0.4
"8" "P" "anthribidae" 14600 934400 0.25
"9" "P" "anystidae" 19 58045 0.25
"10" "P" "aphidoidea" 287.476800077611 1945834.21551094 0.125
"11" "P" "astigmata" 7.68609110074615 128285.652657335 0.25
"12" "P" "bac" 0.00095 54819474.187223 0.35
"13" "P" "bdelloidea" 8.78181748207257 83225.8226252198 0.7
"14" "P" "blattodea" 4300 99200 0.25
"15" "P" "carabidae" 3368.44401408735 166316.334750204 0.7
"16" "P" "ceratozetoidea" 17.3630759359709 254632.013940297 0.4
"17" "P" "cicadidae" 892.613633204312 28563.636262538 0.125
"18" "P" "coccinelidae" 6800 108800 0.7
"19" "P" "coleoptera_suctor" 245.322545535333 3925.16072856533 0.125
"20" "P" "cunaxide" 159.47734737133 4385786.53005895 0.7
"21" "P" "dermanisoidea" 43.049863691435 962161.871921761 0.7
"22" "P" "diplopoda" 26133.3333333333 746666.666666667 0.25
"23" "P" "diplura" 30.3228309090029 46302.9627980474 0.4
"24" "P" "embrioptera" 2234.23530438222 96099.3514466238 0.25
"25" "P" "enchytraeida" 1376.17878899082 30301674.9040339 0.4
"26" "P" "entomobridae" 62.0443625988644 365530.629810465 0.4
"27" "P" "epilhomanioidea" 27.6016875155812 42147.7768362925 0.4
"28" "P" "eremobelbidae" 59.4868208812993 528208.82678993 0.4
"29" "P" "eupodoidea" 3.77047920614189 30852.2647356975 0.25
"30" "P" "eupthiracaroidea" 52.6733385322676 80432.1879387726 0.25
"31" "P" "eviphididae" 39.269437683203 470911.913480214 0.7
"32" "P" "formicidae" 781.120976165786 27724.7680781226 0.25
"33" "P" "fungi" 0.23 80716974.4109078 0.35
"34" "P" "galumnidae" 107.364639090396 471949.625373142 0.4
"35" "P" "geophylomorpha" 7600 243200 0.7
"36" "P" "hemiptero" 14000 224000 0.125
"37" "P" "hipogastruridae" 14.0872961666795 188731.894379926 0.25
"38" "P" "ichtyostomatogasteridae" 451.137478171025 688886.929167155 0.7
"39" "P" "isotomidae" 12.2727628125137 719810.474754363 0.4
"40" "P" "juvenil" 21985.4627070361 1825314.87806005 0.4
"41" "P" "laelapidae" 39.711367310575 104325.114507066 0.7
"42" "P" "larva_carabidae" 24649.3049606 394388.8793696 0.7
"43" "P" "larva_coleoptero" 6116.147079 147120.428676 0.25
"44" "P" "larva_diptera" 385.207432001241 3057933.09021378 0.25
"45" "P" "larva_scarabidae" 405783.333333333 8818133.33333333 0.25
"46" "P" "larva_sciaridae" 1309.20217732804 4885439.94141007 0.25
"47" "P" "limnozetidae" 63.7862121343374 111559.150069717 0.25
"48" "P" "linyphiidae" 5581.22803837177 193382.454868204 0.7
"49" "P" "lycosidae" 30000 480000 0.7
"50" "P" "macropilina" 79.2427624886036 121003.698320098 0.4
"51" "P" "nem_bacterivoro" 0.856297559782965 325464.83021125 0.4
"52" "P" "nem_fitofago" 0.897821777888719 75557.2477972934 0.4
"53" "P" "nem_fungivoro" 2.55286145056711 817667.55767439 0.4
"54" "P" "nem_omnivor" 8.0558382408427 1462109.58007656 0.25
"55" "P" "nem_predador" 2.61385553457616 289936.18567535 0.7
"56" "P" "ologamasidae" 27.2548646560941 83263.6115243675 0.7
"57" "P" "onichiuridae" 9.45260635749342 221452.957337749 0.4
"58" "P" "oniscidea" 9208.6076410211 157346340.675713 0.25
"59" "P" "oppioidea" 12.9083131464471 182431.381770129 0.4
"60" "P" "oribatulidae" 24.7220972885604 794389.579495501 0.4
"61" "P" "oripodidae" 49.2801727434515 6202384.7178886 0.4
"62" "P" "parasitidae" 18.6032263054246 499796.144737862 0.7
"63" "P" "penthalidae" 3.01069151696441 4597.32594640465 0.25
"64" "P" "proto" 0.0011121 10165233.6448598 0.25
"65" "P" "protura" 2.40525301005366 3672.82134635194 0.4
"66" "P" "ptilidae" 2073.4566309039 61890.3122965079 0.25
"67" "P" "rhagidiidae" 7.98745944729607 119800.385284571 0.7
"68" "P" "rhodacarioidea" 8.01572307247691 152272.38739155 0.7
"69" "P" "scheloribatidae" 18.2135830387657 731589.375804363 0.4
"70" "P" "staphiliniidae" 2924.60624203738 14103149.9613612 0.7
"71" "P" "symphyla" 23.706111877559 36199.2328370326 0.4
"72" "P" "tardigrado" 261.560712761313 45237269.7652187 0.25
"73" "P" "tarsonemidae" 800 1221600 0.25
"74" "P" "tenebrionidae" 13100 209600 0.25
"75" "P" "teneriffidae" 5.35367765561704 40896.7436112586 0.7
"76" "P" "terebrantia" 544.525955581365 8712.41528930184 0.25
"77" "P" "thysanoptera" 268.740981616279 1623799.69051208 0.125
"78" "P" "trogossitidae" 894.868667626864 14317.8986820298 0.25
"79" "P" "trombidiidae" 786.7846 2403626.953 0.7
"80" "P" "tydeioidea" 3.82798119693046 5845.32728771281 0.25
"81" "P" "uropodoidea" 74.7676394413521 114170.185426945 0.7
"82" "P" "veigaioidea" 344.01945 1409871.55215 0.7
